entity_group,score,word,start,end,Source,Index,Text
LOC,0.720796,Donetsk Oblast,666,680,2014 pro-Russian unrest in Ukraine,34,"Leaflets released by the Donetsk People's Republic were distributed on 26 April, notifying citizens of a referendum on the question of whether or not they supported the proclamation of ""state sovereignty"" by the Republic to be held on 11 May. In the morning on the next day, two members of the OSCE special monitoring mission were held by a group of unarmed men from the Donbas People's Militia in Yenakiieve. They were taken to the occupied city hall, questioned, and then released after a letter sent by the mission's office in Kyiv confirmed the credentials of the monitors. A large pro-government rally in Donetsk city marched in protest against the violence in Donetsk Oblast and the attempted assassination of Kharkiv mayor Hennadiy Kernes on 28 April. The rally was swiftly and violently broken up by separatists armed with baseball bats, iron rods, firecrackers, and shields."
LOC,0.7478225,Kharkiv,716,723,2014 pro-Russian unrest in Ukraine,34,"Leaflets released by the Donetsk People's Republic were distributed on 26 April, notifying citizens of a referendum on the question of whether or not they supported the proclamation of ""state sovereignty"" by the Republic to be held on 11 May. In the morning on the next day, two members of the OSCE special monitoring mission were held by a group of unarmed men from the Donbas People's Militia in Yenakiieve. They were taken to the occupied city hall, questioned, and then released after a letter sent by the mission's office in Kyiv confirmed the credentials of the monitors. A large pro-government rally in Donetsk city marched in protest against the violence in Donetsk Oblast and the attempted assassination of Kharkiv mayor Hennadiy Kernes on 28 April. The rally was swiftly and violently broken up by separatists armed with baseball bats, iron rods, firecrackers, and shields."
PER,0.87260634,Hennadiy Kernes,730,745,2014 pro-Russian unrest in Ukraine,34,"Leaflets released by the Donetsk People's Republic were distributed on 26 April, notifying citizens of a referendum on the question of whether or not they supported the proclamation of ""state sovereignty"" by the Republic to be held on 11 May. In the morning on the next day, two members of the OSCE special monitoring mission were held by a group of unarmed men from the Donbas People's Militia in Yenakiieve. They were taken to the occupied city hall, questioned, and then released after a letter sent by the mission's office in Kyiv confirmed the credentials of the monitors. A large pro-government rally in Donetsk city marched in protest against the violence in Donetsk Oblast and the attempted assassination of Kharkiv mayor Hennadiy Kernes on 28 April. The rally was swiftly and violently broken up by separatists armed with baseball bats, iron rods, firecrackers, and shields."
LOC,0.5344225,Sloviansk,47,56,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
MISC,0.9997539,Ukrainian,188,197,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
PER,0.80980897,Oleksandr Turchynov,282,301,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
LOC,0.7466023,Kramatorsk,443,453,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
LOC,0.7442637,Andriivka,458,467,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
LOC,0.74660337,Donetsk Oblast,471,485,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
LOC,0.74008256,Kramatorsk,559,569,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
LOC,0.7220526,Andriivka,654,663,2014 pro-Russian unrest in Ukraine,35,"A new counteroffensive by government forces on Sloviansk during the early morning of 2 May resulted in the downing of two government helicopters and casualties on both sides. As a result, Ukrainian forces gained control of all separatist checkpoints and of half the city. President Oleksandr Turchynov said that many separatists were ""killed, injured, and arrested."" In the early morning on the next day, the counteroffensive then targeted to Kramatorsk and Andriivka in Donetsk Oblast. Serious fighting resulted in the recapture of the occupied buildings in Kramatorsk by government forces, and at least ten separatists were said to have been killed in Andriivka."
LOC,0.5039102,Sloviansk,64,73,2014 pro-Russian unrest in Ukraine,36,"All of the international military monitors who had been held in Sloviansk were released by Vyacheslav Ponomaryov on 3 May. On the same day, protesters in the city of Donetsk stormed and occupied the chairman of the regional government's private business office and the SBU building, smashing windows and ransacking files as an act of revenge for the clashes in Odesa."
PER,0.7629516,Vyacheslav Ponomaryov,91,112,2014 pro-Russian unrest in Ukraine,36,"All of the international military monitors who had been held in Sloviansk were released by Vyacheslav Ponomaryov on 3 May. On the same day, protesters in the city of Donetsk stormed and occupied the chairman of the regional government's private business office and the SBU building, smashing windows and ransacking files as an act of revenge for the clashes in Odesa."
LOC,0.50037783,Donetsk,166,173,2014 pro-Russian unrest in Ukraine,36,"All of the international military monitors who had been held in Sloviansk were released by Vyacheslav Ponomaryov on 3 May. On the same day, protesters in the city of Donetsk stormed and occupied the chairman of the regional government's private business office and the SBU building, smashing windows and ransacking files as an act of revenge for the clashes in Odesa."
ORG,0.6637244,SBU,269,272,2014 pro-Russian unrest in Ukraine,36,"All of the international military monitors who had been held in Sloviansk were released by Vyacheslav Ponomaryov on 3 May. On the same day, protesters in the city of Donetsk stormed and occupied the chairman of the regional government's private business office and the SBU building, smashing windows and ransacking files as an act of revenge for the clashes in Odesa."
LOC,0.6422668,Odesa,361,366,2014 pro-Russian unrest in Ukraine,36,"All of the international military monitors who had been held in Sloviansk were released by Vyacheslav Ponomaryov on 3 May. On the same day, protesters in the city of Donetsk stormed and occupied the chairman of the regional government's private business office and the SBU building, smashing windows and ransacking files as an act of revenge for the clashes in Odesa."
LOC,0.73580635,Kramatorsk,0,10,2014 pro-Russian unrest in Ukraine,37,"Kramatorsk was reoccupied by militants on 4 May, and Sloviansk saw renewed fighting on 5 May, resulting in the deaths of four Ukrainian soldiers. Fierce fighting took place in Mariupol starting 5 May. Posters plastered on the occupied city administration building read ""OSCE get out"" or ""OSCE you cheat"". As part of the counteroffensive, government forces recaptured the building on 7 May, but then left it, allowing the separatists to quickly re-occupy it."
LOC,0.616888,Sloviansk,53,62,2014 pro-Russian unrest in Ukraine,37,"Kramatorsk was reoccupied by militants on 4 May, and Sloviansk saw renewed fighting on 5 May, resulting in the deaths of four Ukrainian soldiers. Fierce fighting took place in Mariupol starting 5 May. Posters plastered on the occupied city administration building read ""OSCE get out"" or ""OSCE you cheat"". As part of the counteroffensive, government forces recaptured the building on 7 May, but then left it, allowing the separatists to quickly re-occupy it."
MISC,0.9997322,Ukrainian,126,135,2014 pro-Russian unrest in Ukraine,37,"Kramatorsk was reoccupied by militants on 4 May, and Sloviansk saw renewed fighting on 5 May, resulting in the deaths of four Ukrainian soldiers. Fierce fighting took place in Mariupol starting 5 May. Posters plastered on the occupied city administration building read ""OSCE get out"" or ""OSCE you cheat"". As part of the counteroffensive, government forces recaptured the building on 7 May, but then left it, allowing the separatists to quickly re-occupy it."
LOC,0.6586287,Mariupol,176,184,2014 pro-Russian unrest in Ukraine,37,"Kramatorsk was reoccupied by militants on 4 May, and Sloviansk saw renewed fighting on 5 May, resulting in the deaths of four Ukrainian soldiers. Fierce fighting took place in Mariupol starting 5 May. Posters plastered on the occupied city administration building read ""OSCE get out"" or ""OSCE you cheat"". As part of the counteroffensive, government forces recaptured the building on 7 May, but then left it, allowing the separatists to quickly re-occupy it."
ORG,0.5021676,OSCE,270,274,2014 pro-Russian unrest in Ukraine,37,"Kramatorsk was reoccupied by militants on 4 May, and Sloviansk saw renewed fighting on 5 May, resulting in the deaths of four Ukrainian soldiers. Fierce fighting took place in Mariupol starting 5 May. Posters plastered on the occupied city administration building read ""OSCE get out"" or ""OSCE you cheat"". As part of the counteroffensive, government forces recaptured the building on 7 May, but then left it, allowing the separatists to quickly re-occupy it."
ORG,0.500709,OSCE,288,292,2014 pro-Russian unrest in Ukraine,37,"Kramatorsk was reoccupied by militants on 4 May, and Sloviansk saw renewed fighting on 5 May, resulting in the deaths of four Ukrainian soldiers. Fierce fighting took place in Mariupol starting 5 May. Posters plastered on the occupied city administration building read ""OSCE get out"" or ""OSCE you cheat"". As part of the counteroffensive, government forces recaptured the building on 7 May, but then left it, allowing the separatists to quickly re-occupy it."
LOC,0.5012076,Donetsk,22,29,2014 pro-Russian unrest in Ukraine,38,"Occupied buildings in Donetsk had been heavily fortified by 6 May, and Donetsk International Airport was closed to all traffic. The regional television broadcasting centre remained occupied by about thirty camouflaged insurgents with AK-47s. A BTR-70 was parked outside the building, along with barricades made of sandbags and tyres. A similar presence was observed at the RSA building."
LOC,0.819295,Donetsk International Airport,71,100,2014 pro-Russian unrest in Ukraine,38,"Occupied buildings in Donetsk had been heavily fortified by 6 May, and Donetsk International Airport was closed to all traffic. The regional television broadcasting centre remained occupied by about thirty camouflaged insurgents with AK-47s. A BTR-70 was parked outside the building, along with barricades made of sandbags and tyres. A similar presence was observed at the RSA building."
MISC,0.9684421,AK -,234,237,2014 pro-Russian unrest in Ukraine,38,"Occupied buildings in Donetsk had been heavily fortified by 6 May, and Donetsk International Airport was closed to all traffic. The regional television broadcasting centre remained occupied by about thirty camouflaged insurgents with AK-47s. A BTR-70 was parked outside the building, along with barricades made of sandbags and tyres. A similar presence was observed at the RSA building."
MISC,0.8278429,BTR - 70,244,250,2014 pro-Russian unrest in Ukraine,38,"Occupied buildings in Donetsk had been heavily fortified by 6 May, and Donetsk International Airport was closed to all traffic. The regional television broadcasting centre remained occupied by about thirty camouflaged insurgents with AK-47s. A BTR-70 was parked outside the building, along with barricades made of sandbags and tyres. A similar presence was observed at the RSA building."
ORG,0.48058605,RSA,373,376,2014 pro-Russian unrest in Ukraine,38,"Occupied buildings in Donetsk had been heavily fortified by 6 May, and Donetsk International Airport was closed to all traffic. The regional television broadcasting centre remained occupied by about thirty camouflaged insurgents with AK-47s. A BTR-70 was parked outside the building, along with barricades made of sandbags and tyres. A similar presence was observed at the RSA building."
MISC,0.99973446,Russian,10,17,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
PER,0.9997382,Vladimir Putin,28,42,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
LOC,0.5000309,Donetsk,121,128,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
PER,0.986558,Denis Pushilin,130,144,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
LOC,0.89756215,Donetsk People ' s Republic,164,189,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
MISC,0.9995629,Ukrainian,213,222,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
PER,0.83137894,Arseniy Yatsenyuk,251,268,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
PER,0.99912244,Putin,281,286,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
LOC,0.49995846,Donetsk,349,356,2014 pro-Russian unrest in Ukraine,39,"On 7 May, Russian president Vladimir Putin asked the separatists to delay the planned 11 May referendum on the status of Donetsk. Denis Pushilin, the leader of the Donetsk People's Republic, refused. In response, Ukrainian transitional prime minister Arseniy Yatsenyuk referred to Putin's words as ""hot air,"" and vowed that the counter-offensive in Donetsk would continue."
LOC,0.6589416,Mariupol,28,36,2014 pro-Russian unrest in Ukraine,40,"A large skirmish erupted in Mariupol on 9 May, when government troops launched an attack on a police station in the city, resulting in the killing of at least twenty people. These were described by the Ukrainian government as ""militants"" and ""terrorists,"" though some local residents said that they were unarmed protestors."
MISC,0.99975854,Ukrainian,202,211,2014 pro-Russian unrest in Ukraine,40,"A large skirmish erupted in Mariupol on 9 May, when government troops launched an attack on a police station in the city, resulting in the killing of at least twenty people. These were described by the Ukrainian government as ""militants"" and ""terrorists,"" though some local residents said that they were unarmed protestors."
LOC,0.75019383,Donetsk Oblast,41,55,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
LOC,0.89868796,Donetsk People ' s Republic,112,137,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
ORG,0.49990186,OSCE,224,228,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
LOC,0.5010472,Donetsk,290,297,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
LOC,0.5916097,Mariupol,320,328,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
PER,0.9895719,Denis Pushilin,470,484,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
MISC,0.9997098,Ukrainian,500,509,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
MISC,0.999728,Ukrainian,624,633,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
ORG,0.8308522,Donbas Volunteer Battalion,695,721,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
MISC,0.9997181,Ukrainian,739,748,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
LOC,0.88443196,German Reich,794,806,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
LOC,0.9993736,Soviet Union,815,827,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
MISC,0.99217296,Second World War,839,855,2014 pro-Russian unrest in Ukraine,41,"The disputed referendum on the status of Donetsk Oblast was held on 11 May. According to representatives of the Donetsk People's Republic, 89% voted in favour of self-rule, and 10% voted against. Turnout was said to be 75%. OSCE monitors did not observe the referendum, as the situation in Donetsk after the skirmish in Mariupol was said to be ""volatile,"" forcing them to restrict their operations in the region. After the results were announced, leader of the Republic Denis Pushilin said that ""all Ukrainian military troops in the region would be considered occupying forces."" In response to the perceived weakness of the Ukrainian army, some Ukrainians who opposed the insurgents formed the ""Donbas Volunteer Battalion,"" modeled on the Ukrainian partisan groups that fought against both the German Reich and the Soviet Union during the Second World War."
ORG,0.7344522,Metinvest,38,47,2014 pro-Russian unrest in Ukraine,42,"Steelworkers and security guards from Metinvest, along with local police, began joint patrols in the city of Mariupol on 15 May. These groups forced the insurgents out of the buildings that they had been occupying. A representative of Mariupol supporters of the Donetsk People's Republic, Denis Kuzmenko, was party to a deal that led to this vacation of buildings by the insurgents, but a local commander of those insurgents who had been occupying the building said that ""someone is trying to sow discord among us; someone has signed something, but we will continue our fight"" and that ""everyone ran away."" Steelworkers could be seen removing barricades from the city centre and also cleaning up the burnt city administration building. By the morning of 16 May, Associated Press journalists could find no trace of the insurgents in Mariupol city centre. On 16 May, however, it seemed that separatists were not banished from the city, as reporters from The Washington Post said that about a hundred pro-Russian activists gathered on the steps of the city administration building and that the separatist flag continued to fly over it."
LOC,0.6152978,Mariupol,109,117,2014 pro-Russian unrest in Ukraine,42,"Steelworkers and security guards from Metinvest, along with local police, began joint patrols in the city of Mariupol on 15 May. These groups forced the insurgents out of the buildings that they had been occupying. A representative of Mariupol supporters of the Donetsk People's Republic, Denis Kuzmenko, was party to a deal that led to this vacation of buildings by the insurgents, but a local commander of those insurgents who had been occupying the building said that ""someone is trying to sow discord among us; someone has signed something, but we will continue our fight"" and that ""everyone ran away."" Steelworkers could be seen removing barricades from the city centre and also cleaning up the burnt city administration building. By the morning of 16 May, Associated Press journalists could find no trace of the insurgents in Mariupol city centre. On 16 May, however, it seemed that separatists were not banished from the city, as reporters from The Washington Post said that about a hundred pro-Russian activists gathered on the steps of the city administration building and that the separatist flag continued to fly over it."
LOC,0.60733896,Mariupol,235,243,2014 pro-Russian unrest in Ukraine,42,"Steelworkers and security guards from Metinvest, along with local police, began joint patrols in the city of Mariupol on 15 May. These groups forced the insurgents out of the buildings that they had been occupying. A representative of Mariupol supporters of the Donetsk People's Republic, Denis Kuzmenko, was party to a deal that led to this vacation of buildings by the insurgents, but a local commander of those insurgents who had been occupying the building said that ""someone is trying to sow discord among us; someone has signed something, but we will continue our fight"" and that ""everyone ran away."" Steelworkers could be seen removing barricades from the city centre and also cleaning up the burnt city administration building. By the morning of 16 May, Associated Press journalists could find no trace of the insurgents in Mariupol city centre. On 16 May, however, it seemed that separatists were not banished from the city, as reporters from The Washington Post said that about a hundred pro-Russian activists gathered on the steps of the city administration building and that the separatist flag continued to fly over it."
